"t","total","selected","juvenile","fish_level"
11.6,9.06650361707225e-06,4.74394854819817e-07,8.59210876225244e-06,20
11.8,1.85624015480061e-05,2.62332569090924e-06,1.59390758570969e-05,20
12,3.72551821076583e-05,8.58804337994964e-06,2.86671387277087e-05,20
12.2,0.000101642564879746,1.54341405545013e-05,8.62084243252451e-05,20
12.4,0.0003659399011919,2.23458894289397e-05,0.00034359401176296,20
12.6,0.0012571797335996,6.81328196738405e-05,0.00118904691392576,20
12.8,0.00361366142171142,0.000388882599620753,0.00322477882209066,20
13,0.00900926870908213,0.00174814637655523,0.0072611223325269,20
13.2,0.0230712085612659,0.00493632061828176,0.0181348879429841,20
13.4,0.0658741404711057,0.00951666634900876,0.056357474122097,20
13.6,0.155045286426961,0.0157220318139624,0.139323254612998,20
13.8,0.243193578033448,0.0198887958314398,0.223304782202008,20
14,0.286438756004734,0.0179708104185054,0.268467945586229,20
14.2,0.300134411270566,0.0143528050078513,0.285781606262714,20
14.4,0.301662679089805,0.0114698338016387,0.290192845288167,20
14.6,0.297434892332901,0.00945332575092876,0.287981566581972,20
14.8,0.289812592760318,0.00802554043011031,0.281787052330208,20
15,0.279989783146481,0.00695803642796943,0.273031746718511,20
15.2,0.268713800154537,0.00610767279721452,0.262606127357322,20
15.4,0.256465786205901,0.00539573236613603,0.251070053839765,20
15.6,0.243501038650742,0.00478984814079758,0.238711190509944,20
15.8,0.229852399391807,0.00429371858081824,0.225558680810988,20
16,0.215341163744579,0.00394236047004104,0.211398803274538,20
16.2,0.199635093122199,0.003803281886701,0.195831811235498,20
16.4,0.182382839653498,0.00401327266891732,0.178369566984581,20
16.6,0.163365352402433,0.00492688314435895,0.158438469258074,20
16.8,0.142511094140181,0.00753057927392011,0.134980514866261,20
17,0.119914730873574,0.014277600553438,0.105637130320136,20
17.2,0.0964385759959852,0.0283167270257941,0.0681218489701911,20
17.4,0.0761511217569537,0.0425910872801884,0.0335600344767652,20
17.6,0.0740540401379323,0.0375132742354246,0.0365407659025078,20
17.8,0.120433880603107,0.0222509411479528,0.098182939455154,20
18,0.210779614444444,0.0127910819621588,0.197988532482286,20
18.2,0.281918342332762,0.00875449205886988,0.273163850273892,20
18.4,0.317820959361662,0.00720329448203243,0.31061766487963,20
18.6,0.335416058544763,0.0067614643368662,0.328654594207897,20
18.8,0.343325422117906,0.00670474135393147,0.336620680763975,20
19,0.345075768004748,0.00671851183937829,0.338357256165369,20
19.2,0.342647191680732,0.00669641025742979,0.335950781423302,20
19.4,0.337357274386704,0.00661103839813791,0.330746235988566,20
19.6,0.330132807370152,0.00645940059212147,0.32367340677803,20
19.8,0.321638891981141,0.00624474654362848,0.315394145437513,20
20,0.312358874166294,0.00597206114990496,0.306386813016389,20
20.2,0.297859406086122,0.000817878111618879,0.297041527974504,20
20.4,0.28829186242911,0.000721762342536157,0.287570100086574,20
20.6,0.278634553858854,0.000660279960069729,0.277974273898784,20
20.8,0.268834337238244,0.000595033536203776,0.26823930370204,20
21,0.258820283530925,0.000530016610270094,0.258290266920655,20
21.2,0.248466589062525,0.000468649933428308,0.247997939129097,20
21.4,0.237625827543295,0.000413626064269496,0.237212201479025,20
21.6,0.226146459662487,0.000366798298884416,0.225779661363603,20
21.8,0.213887002993414,0.00032927312725735,0.213557729866157,20
22,0.200730701537369,0.000301827401599323,0.200428874135769,20
22.2,0.186593471333048,0.000285734630688264,0.18630773670236,20
22.4,0.171429403594013,0.000284329777187281,0.171145073816825,20
22.6,0.155235767326601,0.000306697041367876,0.154929070285233,20
22.8,0.13804886239373,0.000378941921669403,0.13766992047206,20
23,0.119895240998892,0.000585054932930412,0.119310186065962,20
23.2,0.100590932705525,0.00116816444025704,0.0994227682652685,20
23.4,0.0789962010862179,0.00271923573712519,0.0762769653490927,20
23.6,0.0527314076271544,0.00551879370320031,0.0472126139239541,20
23.8,0.028964427230355,0.00556862482506728,0.0233958024052877,20
24,0.0385582949747604,0.0016931884402093,0.0368651065345511,20
24.2,0.098186423788779,0.000383056877752508,0.0978033669110265,20
24.4,0.179826673197779,0.000510142967862742,0.179316530229917,20
24.6,0.243158626789977,0.000761289395283534,0.242397337394693,20
24.8,0.277407803585316,0.000893026039564939,0.276514777545751,20
25,0.290950630721504,0.000923986042717911,0.290026644678786,20
25.2,0.292560669983287,0.000905272437494573,0.291655397545792,20
25.4,0.287537875986395,0.000862255528568677,0.286675620457826,20
25.6,0.278813768702163,0.000805181591661719,0.278008587110501,20
25.8,0.268029936428204,0.000739480068147163,0.267290456360057,20
26,0.25610713052506,0.000670209384044817,0.255436921141016,20
26.2,0.243506706893357,0.00060383028911005,0.242902876604247,20
26.4,0.230348678032081,0.000549282820166346,0.229799395211915,20
26.6,0.216490290331722,0.000519213611056157,0.215971076720666,20
26.8,0.201613742551528,0.000532087166063327,0.201081655385465,20
27,0.185246445629827,0.000623440743994114,0.184623004885833,20
27.2,0.166649116867123,0.000891708276368556,0.165757408590754,20
27.4,0.144622100065696,0.00162769739433952,0.142994402671356,20
27.6,0.11692333184518,0.0035822516532356,0.113341080191944,20
27.8,0.0799782389514233,0.00745702340691707,0.0725212155445063,20
28,0.039004959992602,0.00895941379005973,0.0300455462025422,20
28.2,0.0328634135294177,0.00301355798989228,0.0298498555395254,20
28.4,0.0970345812666707,0.00042504375115184,0.0966095375155188,20
28.6,0.195538284909857,0.000437139647660302,0.195101145262197,20
28.8,0.265114424172453,0.000639431900443251,0.26447499227201,20
29,0.299511371808499,0.000773666923652567,0.298737704884847,20
29.2,0.314286427759601,0.000855903012176732,0.313430524747424,20
29.4,0.318610030490198,0.000896671544935126,0.317713358945263,20
29.6,0.316762113158807,0.000904168776931617,0.315857944381875,20
29.8,0.311072650400101,0.000886662081759314,0.310185988318342,20
30,0.302989213065079,0.000850418873225009,0.302138794191854,20
30.2,0.293460907886154,0.000799927610006638,0.292660980276147,20
30.4,0.283107789450902,0.000738872877595488,0.282368916573306,20
30.6,0.272306369890429,0.000670883381140677,0.271635486509288,20
30.8,0.261233723553696,0.000599904483825181,0.260633819069871,20
31,0.249901356071013,0.000530227336498992,0.249371128734514,20
31.2,0.238189885074321,0.000466288458566223,0.237723596615755,20
31.4,0.225893448059063,0.000412414893751939,0.225481033165311,20
31.6,0.212764811675951,0.000372937852413491,0.212391873823537,20
31.8,0.198550840988222,0.000353475706104586,0.198197365282118,20
32,0.183012171883086,0.000365249421051951,0.182646922462034,20
32.2,0.165941865838714,0.000436801135768998,0.165505064702945,20
32.4,0.147208425505104,0.000634809552993766,0.14657361595211,20
32.6,0.126467627326365,0.00114660046260449,0.125321026863761,20
32.8,0.102580072315942,0.00250188412393049,0.100078188192012,20
33,0.073007825821065,0.00555773554001863,0.0674500902810464,20
33.2,0.039002756178301,0.00788532053642332,0.0311174356418777,20
33.4,0.029990818262502,0.00332153063428802,0.0266692876282139,20
33.6,0.0834767399970761,0.000508432552709098,0.082968307444367,20
33.8,0.177754165521915,0.000503001780824674,0.17725116374109,20
34,0.25139453938598,0.000735753351784216,0.250658786034196,20
34.2,0.289040571214095,0.000854936143764543,0.288185635070331,20
34.4,0.304726073475978,0.000904924728064163,0.303821148747914,20
34.6,0.30882807771492,0.000915903573761607,0.307912174141159,20
34.8,0.306361524364233,0.000899158598217734,0.305462365766015,20
35,0.299939392065122,0.000862468612290957,0.299076923452831,20
35.2,0.291117392612088,0.000811459710211738,0.290305932901876,20
35.4,0.280880551317671,0.000750161219933268,0.280130390097738,20
35.6,0.269840587500803,0.000682162916430755,0.269158424584372,20
35.8,0.258331902087616,0.000611438518029708,0.257720463569586,20
36,0.246462568675482,0.000542657468583306,0.245919911206899,20
36.2,0.234154493599794,0.000481214443809679,0.233673279155985,20
36.4,0.221189881605636,0.000433343880242062,0.220756537725394,20
36.6,0.207266097841827,0.000407268124091146,0.206858829717735,20
36.8,0.192053959371444,0.000417396416077822,0.191636562955366,20
37,0.175275011715901,0.000492709452773808,0.174782302263127,20
37.2,0.156630590275574,0.00070322744971124,0.155927362825862,20
37.4,0.135472103791688,0.00125708215465925,0.134215021637029,20
37.6,0.110372565477804,0.00272047650875313,0.107652088969051,20
37.8,0.0785791547751114,0.00600164315548001,0.0725775116196314,20
38,0.0412779157475479,0.0086468294097448,0.0326310863378032,20
38.2,0.0297457852406824,0.003588371048456,0.0261574141922264,20
38.4,0.0859122276343941,0.000511617994677455,0.0854006096397166,20
38.6,0.184386349780522,0.000514142872140497,0.183872206908382,20
38.8,0.258033403394362,0.000726553315331521,0.257306850079031,20
39,0.294613758712385,0.000837103830240381,0.293776654882144,20
39.2,0.310147359914127,0.000894997773267614,0.309252362140859,20
39.4,0.314733855403816,0.000917557763786106,0.31381629764003,20
39.6,0.313000384756144,0.000911941113805129,0.312088443642339,20
