"t","selected_biomass","on_frac","schedule"
31.4,0.00801752256314863,0.856127779885688,"Threshold (troughs)"
31.6,0.00778800662194228,0.871152088154355,"Threshold (troughs)"
31.8,0.00752362668164244,0.886780588675075,"Threshold (troughs)"
32,0.00724421046973003,0.901474948632995,"Threshold (troughs)"
32.2,0.00695906955191717,0.914695012217052,"Threshold (troughs)"
32.4,0.00667139095322731,0.92638260184935,"Threshold (troughs)"
32.6,0.00638171314235261,0.936645940859238,"Threshold (troughs)"
32.8,0.00608996118126459,0.945621870494909,"Threshold (troughs)"
33,0.00579645311248445,0.953432781551688,"Threshold (troughs)"
33.2,0.00550243122131797,0.960179918132803,"Threshold (troughs)"
33.4,0.00521023726656615,0.965950906241037,"Threshold (troughs)"
33.6,0.00492341200352862,0.970826387149391,"Threshold (troughs)"
33.8,0.00464644578565728,0.974887869304058,"Threshold (troughs)"
34,0.00438454683860534,0.978218610585287,"Threshold (troughs)"
34.2,0.00414322020732748,0.980902915613065,"Threshold (troughs)"
34.4,0.00392813185818403,0.983020126526804,"Threshold (troughs)"
34.6,0.00374540472077866,0.98463622749713,"Threshold (troughs)"
34.8,0.00360269435624915,0.985792220980571,"Threshold (troughs)"
35,0.00351175472522387,0.98648368964867,"Threshold (troughs)"
35.2,0.00349384092250832,0.986615933321339,"Threshold (troughs)"
35.4,0.00359204916566619,0.985874931212903,"Threshold (troughs)"
35.6,0.00390337495990146,0.983248502148093,"Threshold (troughs)"
35.8,0.00467650360752456,0.974475210283762,"Threshold (troughs)"
36,0.00667655725747203,0.926186344343116,"Threshold (troughs)"
36.2,0.0135694396319512,0.21327774132754,"Threshold (troughs)"
36.4,0.038109406006036,3.19044225967694e-07,"Threshold (troughs)"
36.6,0.083776218320825,2.95102449734319e-18,"Threshold (troughs)"
36.8,0.0955096301944095,4.3150023087021e-21,"Threshold (troughs)"
37,0.0559778456455353,1.53649884731456e-11,"Threshold (troughs)"
37.2,0.0255214268012174,0.00035088789810352,"Threshold (troughs)"
37.4,0.0136052020094506,0.209958400736947,"Threshold (troughs)"
37.6,0.00950296358354517,0.722536458272221,"Threshold (troughs)"
37.8,0.00828009149221509,0.83718296060125,"Threshold (troughs)"
38,0.00818660392181301,0.844148756517873,"Threshold (troughs)"
38.2,0.00823771201256264,0.840371267390259,"Threshold (troughs)"
38.4,0.00819425036525039,0.843588266938244,"Threshold (troughs)"
38.6,0.00804375488632874,0.854320810460976,"Threshold (troughs)"
38.8,0.00782105092643937,0.869074438565036,"Threshold (troughs)"
39,0.00755988157768866,0.884739633445415,"Threshold (troughs)"
39.2,0.00728174099992265,0.899604834021116,"Threshold (troughs)"
39.4,0.0069970853572342,0.913030190768209,"Threshold (troughs)"
39.6,0.00670968123008811,0.924916552119718,"Threshold (troughs)"
39.8,0.00642027342499141,0.935360938873141,"Threshold (troughs)"
40,0.00612879346406546,0.944500208158051,"Threshold (troughs)"
40.2,0.0058354704208268,0.952459475472013,"Threshold (troughs)"
40.4,0.00554140709704444,0.959342519925372,"Threshold (troughs)"
40.6,0.00524879148516077,0.965238346617754,"Threshold (troughs)"
40.8,0.00496101483512154,0.970228005302718,"Threshold (troughs)"
41,0.00468244977722806,0.974392797371586,"Threshold (troughs)"
41.2,0.00441824152812894,0.977815592868707,"Threshold (troughs)"
41.4,0.00417385948337779,0.980580972641206,"Threshold (troughs)"
41.6,0.00395495478764528,0.982769238545959,"Threshold (troughs)"
41.8,0.00376754475593905,0.984448775563656,"Threshold (troughs)"
42,0.00361897287314603,0.985664817430994,"Threshold (troughs)"
42.2,0.00352022761768425,0.986420692745556,"Threshold (troughs)"
42.4,0.00349081235655147,0.986638164392584,"Threshold (troughs)"
42.6,0.00356973737237464,0.98604675095657,"Threshold (troughs)"
42.8,0.00384351959825272,0.983788249528166,"Threshold (troughs)"
43,0.00452965892739494,0.976430384833873,"Threshold (troughs)"
43.2,0.00627820868285115,0.939978288412166,"Threshold (troughs)"
43.4,0.0119117835011696,0.40539065185433,"Threshold (troughs)"
43.6,0.0335046960806902,4.13452319227606e-06,"Threshold (troughs)"
43.8,0.0776183039517714,9.07464435956893e-17,"Threshold (troughs)"
44,0.0983776821704453,8.7500576973286e-22,"Threshold (troughs)"
